# Gaussian hill terrain  X[m]  Y[m]  Z[m]
# Domain: 0-300 x 0-300 m, peak=50 m at (150,150), sigma=60 m
0.0 0.0 0.096523
30.0 0.0 0.297311
60.0 0.0 0.713212
90.0 0.0 1.332455
120.0 0.0 1.938710
150.0 0.0 2.196847
180.0 0.0 1.938710
210.0 0.0 1.332455
240.0 0.0 0.713212
270.0 0.0 0.297311
300.0 0.0 0.096523
0.0 30.0 0.297311
30.0 30.0 0.915782
60.0 30.0 2.196847
90.0 30.0 4.104250
120.0 30.0 5.971648
150.0 30.0 6.766764
180.0 30.0 5.971648
210.0 30.0 4.104250
240.0 30.0 2.196847
270.0 30.0 0.915782
300.0 30.0 0.297311
0.0 60.0 0.713212
30.0 60.0 2.196847
60.0 60.0 5.269961
90.0 60.0 9.845584
120.0 60.0 14.325240
150.0 60.0 16.232623
180.0 60.0 14.325240
210.0 60.0 9.845584
240.0 60.0 5.269961
270.0 60.0 2.196847
300.0 60.0 0.713212
0.0 90.0 1.332455
30.0 90.0 4.104250
60.0 90.0 9.845584
90.0 90.0 18.393972
120.0 90.0 26.763071
150.0 90.0 30.326533
180.0 90.0 26.763071
210.0 90.0 18.393972
240.0 90.0 9.845584
270.0 90.0 4.104250
300.0 90.0 1.332455
0.0 120.0 1.938710
30.0 120.0 5.971648
60.0 120.0 14.325240
90.0 120.0 26.763071
120.0 120.0 38.940039
150.0 120.0 44.124845
180.0 120.0 38.940039
210.0 120.0 26.763071
240.0 120.0 14.325240
270.0 120.0 5.971648
300.0 120.0 1.938710
0.0 150.0 2.196847
30.0 150.0 6.766764
60.0 150.0 16.232623
90.0 150.0 30.326533
120.0 150.0 44.124845
150.0 150.0 50.000000
180.0 150.0 44.124845
210.0 150.0 30.326533
240.0 150.0 16.232623
270.0 150.0 6.766764
300.0 150.0 2.196847
0.0 180.0 1.938710
30.0 180.0 5.971648
60.0 180.0 14.325240
90.0 180.0 26.763071
120.0 180.0 38.940039
150.0 180.0 44.124845
180.0 180.0 38.940039
210.0 180.0 26.763071
240.0 180.0 14.325240
270.0 180.0 5.971648
300.0 180.0 1.938710
0.0 210.0 1.332455
30.0 210.0 4.104250
60.0 210.0 9.845584
90.0 210.0 18.393972
120.0 210.0 26.763071
150.0 210.0 30.326533
180.0 210.0 26.763071
210.0 210.0 18.393972
240.0 210.0 9.845584
270.0 210.0 4.104250
300.0 210.0 1.332455
0.0 240.0 0.713212
30.0 240.0 2.196847
60.0 240.0 5.269961
90.0 240.0 9.845584
120.0 240.0 14.325240
150.0 240.0 16.232623
180.0 240.0 14.325240
210.0 240.0 9.845584
240.0 240.0 5.269961
270.0 240.0 2.196847
300.0 240.0 0.713212
0.0 270.0 0.297311
30.0 270.0 0.915782
60.0 270.0 2.196847
90.0 270.0 4.104250
120.0 270.0 5.971648
150.0 270.0 6.766764
180.0 270.0 5.971648
210.0 270.0 4.104250
240.0 270.0 2.196847
270.0 270.0 0.915782
300.0 270.0 0.297311
0.0 300.0 0.096523
30.0 300.0 0.297311
60.0 300.0 0.713212
90.0 300.0 1.332455
120.0 300.0 1.938710
150.0 300.0 2.196847
180.0 300.0 1.938710
210.0 300.0 1.332455
240.0 300.0 0.713212
270.0 300.0 0.297311
300.0 300.0 0.096523
