x,y,elevation
340000.0,4200000.0,1202.24
340031.2,4200000.0,1204.43
340062.5,4200000.0,1206.78
340093.8,4200000.0,1209.29
340125.0,4200000.0,1212.02
340156.2,4200000.0,1214.98
340187.5,4200000.0,1218.21
340218.8,4200000.0,1221.76
340250.0,4200000.0,1225.66
340281.2,4200000.0,1229.95
340312.5,4200000.0,1234.68
340343.8,4200000.0,1239.88
340375.0,4200000.0,1245.60
340406.2,4200000.0,1251.87
340437.5,4200000.0,1258.73
340468.8,4200000.0,1266.18
340500.0,4200000.0,1274.26
340531.2,4200000.0,1282.97
340562.5,4200000.0,1292.29
340593.8,4200000.0,1302.21
340625.0,4200000.0,1312.69
340656.2,4200000.0,1323.68
340687.5,4200000.0,1335.11
340718.8,4200000.0,1346.89
340750.0,4200000.0,1358.93
340781.2,4200000.0,1371.10
340812.5,4200000.0,1383.27
340843.8,4200000.0,1395.30
340875.0,4200000.0,1407.02
340906.2,4200000.0,1418.29
340937.5,4200000.0,1428.94
340968.8,4200000.0,1438.80
341000.0,4200000.0,1447.71
341031.2,4200000.0,1455.54
341062.5,4200000.0,1462.13
341093.8,4200000.0,1467.39
341125.0,4200000.0,1471.20
341156.2,4200000.0,1473.51
341187.5,4200000.0,1474.26
341218.8,4200000.0,1473.44
341250.0,4200000.0,1471.06
341281.2,4200000.0,1467.16
341312.5,4200000.0,1461.82
341343.8,4200000.0,1455.12
341375.0,4200000.0,1447.19
341406.2,4200000.0,1438.17
341437.5,4200000.0,1428.21
341468.8,4200000.0,1417.49
341500.0,4200000.0,1406.20
341531.2,4200000.0,1394.51
341562.5,4200000.0,1382.62
341593.8,4200000.0,1370.72
341625.0,4200000.0,1358.99
341656.2,4200000.0,1347.60
341687.5,4200000.0,1336.71
341718.8,4200000.0,1326.48
341750.0,4200000.0,1317.03
341781.2,4200000.0,1308.49
341812.5,4200000.0,1300.97
341843.8,4200000.0,1294.55
341875.0,4200000.0,1289.29
341906.2,4200000.0,1285.27
341937.5,4200000.0,1282.51
341968.8,4200000.0,1281.05
342000.0,4200000.0,1280.90
342031.2,4200000.0,1282.06
342062.5,4200000.0,1284.52
342093.8,4200000.0,1288.24
342125.0,4200000.0,1293.20
342156.2,4200000.0,1299.35
342187.5,4200000.0,1306.61
342218.8,4200000.0,1314.92
342250.0,4200000.0,1324.20
342281.2,4200000.0,1334.33
342312.5,4200000.0,1345.21
342343.8,4200000.0,1356.72
342375.0,4200000.0,1368.72
342406.2,4200000.0,1381.08
342437.5,4200000.0,1393.63
342468.8,4200000.0,1406.23
342500.0,4200000.0,1418.71
342531.2,4200000.0,1430.92
342562.5,4200000.0,1442.69
342593.8,4200000.0,1453.88
342625.0,4200000.0,1464.34
342656.2,4200000.0,1473.94
342687.5,4200000.0,1482.56
342718.8,4200000.0,1490.10
342750.0,4200000.0,1496.48
342781.2,4200000.0,1501.64
342812.5,4200000.0,1505.55
342843.8,4200000.0,1508.19
342875.0,4200000.0,1509.58
342906.2,4200000.0,1509.75
342937.5,4200000.0,1508.75
342968.8,4200000.0,1506.67
343000.0,4200000.0,1503.59
343031.2,4200000.0,1499.62
343062.5,4200000.0,1494.88
343093.8,4200000.0,1489.49
343125.0,4200000.0,1483.58
343156.2,4200000.0,1477.29
343187.5,4200000.0,1470.75
343218.8,4200000.0,1464.07
343250.0,4200000.0,1457.37
343281.2,4200000.0,1450.77
343312.5,4200000.0,1444.35
343343.8,4200000.0,1438.20
343375.0,4200000.0,1432.39
343406.2,4200000.0,1426.98
343437.5,4200000.0,1422.00
343468.8,4200000.0,1417.48
343500.0,4200000.0,1413.45
343531.2,4200000.0,1409.91
343562.5,4200000.0,1406.85
343593.8,4200000.0,1404.27
343625.0,4200000.0,1402.14
343656.2,4200000.0,1400.45
343687.5,4200000.0,1399.16
343718.8,4200000.0,1398.25
343750.0,4200000.0,1397.68
343781.2,4200000.0,1397.42
343812.5,4200000.0,1397.43
343843.8,4200000.0,1397.69
343875.0,4200000.0,1398.17
343906.2,4200000.0,1398.83
343937.5,4200000.0,1399.65
343968.8,4200000.0,1400.61
344000.0,4200000.0,1401.68
340000.0,4200031.2,1202.24
340031.2,4200031.2,1205.32
340062.5,4200031.2,1208.49
340093.8,4200031.2,1211.74
340125.0,4200031.2,1215.05
340156.2,4200031.2,1218.41
340187.5,4200031.2,1221.84
340218.8,4200031.2,1225.36
340250.0,4200031.2,1229.02
340281.2,4200031.2,1232.88
340312.5,4200031.2,1236.99
340343.8,4200031.2,1241.44
340375.0,4200031.2,1246.31
340406.2,4200031.2,1251.69
340437.5,4200031.2,1257.67
340468.8,4200031.2,1264.31
340500.0,4200031.2,1271.68
340531.2,4200031.2,1279.84
340562.5,4200031.2,1288.80
340593.8,4200031.2,1298.57
340625.0,4200031.2,1309.11
340656.2,4200031.2,1320.38
340687.5,4200031.2,1332.29
340718.8,4200031.2,1344.72
340750.0,4200031.2,1357.53
340781.2,4200031.2,1370.56
340812.5,4200031.2,1383.63
340843.8,4200031.2,1396.52
340875.0,4200031.2,1409.05
340906.2,4200031.2,1420.99
340937.5,4200031.2,1432.15
340968.8,4200031.2,1442.33
341000.0,4200031.2,1451.36
341031.2,4200031.2,1459.07
341062.5,4200031.2,1465.35
341093.8,4200031.2,1470.09
341125.0,4200031.2,1473.23
341156.2,4200031.2,1474.74
341187.5,4200031.2,1474.62
341218.8,4200031.2,1472.91
341250.0,4200031.2,1469.67
341281.2,4200031.2,1464.99
341312.5,4200031.2,1459.00
341343.8,4200031.2,1451.83
341375.0,4200031.2,1443.62
341406.2,4200031.2,1434.53
341437.5,4200031.2,1424.72
341468.8,4200031.2,1414.37
341500.0,4200031.2,1403.62
341531.2,4200031.2,1392.64
341562.5,4200031.2,1381.57
341593.8,4200031.2,1370.54
341625.0,4200031.2,1359.70
341656.2,4200031.2,1349.16
341687.5,4200031.2,1339.02
341718.8,4200031.2,1329.40
341750.0,4200031.2,1320.40
341781.2,4200031.2,1312.10
341812.5,4200031.2,1304.60
341843.8,4200031.2,1297.98
341875.0,4200031.2,1292.32
341906.2,4200031.2,1287.71
341937.5,4200031.2,1284.23
341968.8,4200031.2,1281.94
342000.0,4200031.2,1280.90
342031.2,4200031.2,1281.17
342062.5,4200031.2,1282.80
342093.8,4200031.2,1285.79
342125.0,4200031.2,1290.17
342156.2,4200031.2,1295.91
342187.5,4200031.2,1302.99
342218.8,4200031.2,1311.32
342250.0,4200031.2,1320.83
342281.2,4200031.2,1331.40
342312.5,4200031.2,1342.90
342343.8,4200031.2,1355.16
342375.0,4200031.2,1368.01
342406.2,4200031.2,1381.26
342437.5,4200031.2,1394.69
342468.8,4200031.2,1408.10
342500.0,4200031.2,1421.29
342531.2,4200031.2,1434.04
342562.5,4200031.2,1446.18
342593.8,4200031.2,1457.52
342625.0,4200031.2,1467.92
342656.2,4200031.2,1477.23
342687.5,4200031.2,1485.38
342718.8,4200031.2,1492.27
342750.0,4200031.2,1497.87
342781.2,4200031.2,1502.18
342812.5,4200031.2,1505.19
342843.8,4200031.2,1506.96
342875.0,4200031.2,1507.56
342906.2,4200031.2,1507.05
342937.5,4200031.2,1505.54
342968.8,4200031.2,1503.13
343000.0,4200031.2,1499.94
343031.2,4200031.2,1496.08
343062.5,4200031.2,1491.66
343093.8,4200031.2,1486.79
343125.0,4200031.2,1481.56
343156.2,4200031.2,1476.06
343187.5,4200031.2,1470.39
343218.8,4200031.2,1464.60
343250.0,4200031.2,1458.77
343281.2,4200031.2,1452.94
343312.5,4200031.2,1447.17
343343.8,4200031.2,1441.50
343375.0,4200031.2,1435.97
343406.2,4200031.2,1430.62
343437.5,4200031.2,1425.48
343468.8,4200031.2,1420.61
343500.0,4200031.2,1416.03
343531.2,4200031.2,1411.78
343562.5,4200031.2,1407.91
343593.8,4200031.2,1404.45
343625.0,4200031.2,1401.43
343656.2,4200031.2,1398.89
343687.5,4200031.2,1396.85
343718.8,4200031.2,1395.32
343750.0,4200031.2,1394.31
343781.2,4200031.2,1393.81
343812.5,4200031.2,1393.80
343843.8,4200031.2,1394.26
343875.0,4200031.2,1395.14
343906.2,4200031.2,1396.38
343937.5,4200031.2,1397.93
343968.8,4200031.2,1399.72
344000.0,4200031.2,1401.68
340000.0,4200062.5,1202.24
340031.2,4200062.5,1206.15
340062.5,4200062.5,1210.11
340093.8,4200062.5,1214.04
340125.0,4200062.5,1217.90
340156.2,4200062.5,1221.63
340187.5,4200062.5,1225.25
340218.8,4200062.5,1228.75
340250.0,4200062.5,1232.19
340281.2,4200062.5,1235.63
340312.5,4200062.5,1239.16
340343.8,4200062.5,1242.90
340375.0,4200062.5,1246.98
340406.2,4200062.5,1251.53
340437.5,4200062.5,1256.67
340468.8,4200062.5,1262.55
340500.0,4200062.5,1269.26
340531.2,4200062.5,1276.90
340562.5,4200062.5,1285.52
340593.8,4200062.5,1295.14
340625.0,4200062.5,1305.75
340656.2,4200062.5,1317.29
340687.5,4200062.5,1329.64
340718.8,4200062.5,1342.68
340750.0,4200062.5,1356.22
340781.2,4200062.5,1370.06
340812.5,4200062.5,1383.96
340843.8,4200062.5,1397.68
340875.0,4200062.5,1410.95
340906.2,4200062.5,1423.53
340937.5,4200062.5,1435.17
340968.8,4200062.5,1445.66
341000.0,4200062.5,1454.78
341031.2,4200062.5,1462.39
341062.5,4200062.5,1468.37
341093.8,4200062.5,1472.63
341125.0,4200062.5,1475.13
341156.2,4200062.5,1475.89
341187.5,4200062.5,1474.95
341218.8,4200062.5,1472.40
341250.0,4200062.5,1468.36
341281.2,4200062.5,1462.95
341312.5,4200062.5,1456.35
341343.8,4200062.5,1448.73
341375.0,4200062.5,1440.25
341406.2,4200062.5,1431.10
341437.5,4200062.5,1421.44
341468.8,4200062.5,1411.43
341500.0,4200062.5,1401.20
341531.2,4200062.5,1390.88
341562.5,4200062.5,1380.57
341593.8,4200062.5,1370.37
341625.0,4200062.5,1360.37
341656.2,4200062.5,1350.62
341687.5,4200062.5,1341.19
341718.8,4200062.5,1332.15
341750.0,4200062.5,1323.56
341781.2,4200062.5,1315.49
341812.5,4200062.5,1308.01
341843.8,4200062.5,1301.20
341875.0,4200062.5,1295.17
341906.2,4200062.5,1290.02
341937.5,4200062.5,1285.84
341968.8,4200062.5,1282.77
342000.0,4200062.5,1280.90
342031.2,4200062.5,1280.34
342062.5,4200062.5,1281.18
342093.8,4200062.5,1283.49
342125.0,4200062.5,1287.32
342156.2,4200062.5,1292.69
342187.5,4200062.5,1299.58
342218.8,4200062.5,1307.93
342250.0,4200062.5,1317.66
342281.2,4200062.5,1328.65
342312.5,4200062.5,1340.73
342343.8,4200062.5,1353.70
342375.0,4200062.5,1367.34
342406.2,4200062.5,1381.42
342437.5,4200062.5,1395.68
342468.8,4200062.5,1409.86
342500.0,4200062.5,1423.71
342531.2,4200062.5,1436.98
342562.5,4200062.5,1449.46
342593.8,4200062.5,1460.94
342625.0,4200062.5,1471.28
342656.2,4200062.5,1480.33
342687.5,4200062.5,1488.02
342718.8,4200062.5,1494.31
342750.0,4200062.5,1499.18
342781.2,4200062.5,1502.68
342812.5,4200062.5,1504.86
342843.8,4200062.5,1505.81
342875.0,4200062.5,1505.65
342906.2,4200062.5,1504.51
342937.5,4200062.5,1502.52
342968.8,4200062.5,1499.81
343000.0,4200062.5,1496.52
343031.2,4200062.5,1492.76
343062.5,4200062.5,1488.64
343093.8,4200062.5,1484.25
343125.0,4200062.5,1479.65
343156.2,4200062.5,1474.91
343187.5,4200062.5,1470.05
343218.8,4200062.5,1465.10
343250.0,4200062.5,1460.08
343281.2,4200062.5,1454.98
343312.5,4200062.5,1449.82
343343.8,4200062.5,1444.60
343375.0,4200062.5,1439.33
343406.2,4200062.5,1434.04
343437.5,4200062.5,1428.76
343468.8,4200062.5,1423.55
343500.0,4200062.5,1418.45
343531.2,4200062.5,1413.54
343562.5,4200062.5,1408.90
343593.8,4200062.5,1404.61
343625.0,4200062.5,1400.76
343656.2,4200062.5,1397.43
343687.5,4200062.5,1394.68
343718.8,4200062.5,1392.57
343750.0,4200062.5,1391.14
343781.2,4200062.5,1390.42
343812.5,4200062.5,1390.39
343843.8,4200062.5,1391.03
343875.0,4200062.5,1392.29
343906.2,4200062.5,1394.08
343937.5,4200062.5,1396.32
343968.8,4200062.5,1398.89
344000.0,4200062.5,1401.68
340000.0,4200093.8,1202.24
340031.2,4200093.8,1206.88
340062.5,4200093.8,1211.52
340093.8,4200093.8,1216.06
340125.0,4200093.8,1220.39
340156.2,4200093.8,1224.46
340187.5,4200093.8,1228.24
340218.8,4200093.8,1231.72
340250.0,4200093.8,1234.96
340281.2,4200093.8,1238.04
340312.5,4200093.8,1241.07
340343.8,4200093.8,1244.19
340375.0,4200093.8,1247.57
340406.2,4200093.8,1251.38
340437.5,4200093.8,1255.80
340468.8,4200093.8,1261.00
340500.0,4200093.8,1267.14
340531.2,4200093.8,1274.33
340562.5,4200093.8,1282.65
340593.8,4200093.8,1292.15
340625.0,4200093.8,1302.81
340656.2,4200093.8,1314.57
340687.5,4200093.8,1327.32
340718.8,4200093.8,1340.89
340750.0,4200093.8,1355.07
340781.2,4200093.8,1369.62
340812.5,4200093.8,1384.26
340843.8,4200093.8,1398.69
340875.0,4200093.8,1412.62
340906.2,4200093.8,1425.76
340937.5,4200093.8,1437.82
340968.8,4200093.8,1448.57
341000.0,4200093.8,1457.79
341031.2,4200093.8,1465.31
341062.5,4200093.8,1471.02
341093.8,4200093.8,1474.85
341125.0,4200093.8,1476.80
341156.2,4200093.8,1476.90
341187.5,4200093.8,1475.25
341218.8,4200093.8,1471.96
341250.0,4200093.8,1467.21
341281.2,4200093.8,1461.16
341312.5,4200093.8,1454.03
341343.8,4200093.8,1446.01
341375.0,4200093.8,1437.31
341406.2,4200093.8,1428.11
341437.5,4200093.8,1418.57
341468.8,4200093.8,1408.85
341500.0,4200093.8,1399.07
341531.2,4200093.8,1389.33
341562.5,4200093.8,1379.70
341593.8,4200093.8,1370.23
341625.0,4200093.8,1360.95
341656.2,4200093.8,1351.90
341687.5,4200093.8,1343.10
341718.8,4200093.8,1334.57
341750.0,4200093.8,1326.34
341781.2,4200093.8,1318.46
341812.5,4200093.8,1310.99
341843.8,4200093.8,1304.03
341875.0,4200093.8,1297.67
341906.2,4200093.8,1292.03
341937.5,4200093.8,1287.26
341968.8,4200093.8,1283.50
342000.0,4200093.8,1280.90
342031.2,4200093.8,1279.61
342062.5,4200093.8,1279.77
342093.8,4200093.8,1281.48
342125.0,4200093.8,1284.83
342156.2,4200093.8,1289.86
342187.5,4200093.8,1296.59
342218.8,4200093.8,1304.96
342250.0,4200093.8,1314.89
342281.2,4200093.8,1326.24
342312.5,4200093.8,1338.82
342343.8,4200093.8,1352.41
342375.0,4200093.8,1366.76
342406.2,4200093.8,1381.57
342437.5,4200093.8,1396.55
342468.8,4200093.8,1411.41
342500.0,4200093.8,1425.83
342531.2,4200093.8,1439.56
342562.5,4200093.8,1452.33
342593.8,4200093.8,1463.94
342625.0,4200093.8,1474.22
342656.2,4200093.8,1483.05
342687.5,4200093.8,1490.34
342718.8,4200093.8,1496.10
342750.0,4200093.8,1500.33
342781.2,4200093.8,1503.12
342812.5,4200093.8,1504.56
342843.8,4200093.8,1504.80
342875.0,4200093.8,1503.99
342906.2,4200093.8,1502.29
342937.5,4200093.8,1499.87
342968.8,4200093.8,1496.90
