# Time-dependent wind field - snapshot 1 (t=3600 s)
# Northeast wind: u=3.5355 m/s, v=3.5355 m/s
# x y u v (m/s)
0.00 0.00 3.5355 3.5355
100.00 0.00 3.5355 3.5355
200.00 0.00 3.5355 3.5355
300.00 0.00 3.5355 3.5355
400.00 0.00 3.5355 3.5355
500.00 0.00 3.5355 3.5355
600.00 0.00 3.5355 3.5355
700.00 0.00 3.5355 3.5355
800.00 0.00 3.5355 3.5355
900.00 0.00 3.5355 3.5355
1000.00 0.00 3.5355 3.5355
0.00 100.00 3.5355 3.5355
100.00 100.00 3.5355 3.5355
200.00 100.00 3.5355 3.5355
300.00 100.00 3.5355 3.5355
400.00 100.00 3.5355 3.5355
500.00 100.00 3.5355 3.5355
600.00 100.00 3.5355 3.5355
700.00 100.00 3.5355 3.5355
800.00 100.00 3.5355 3.5355
900.00 100.00 3.5355 3.5355
1000.00 100.00 3.5355 3.5355
0.00 200.00 3.5355 3.5355
100.00 200.00 3.5355 3.5355
200.00 200.00 3.5355 3.5355
300.00 200.00 3.5355 3.5355
400.00 200.00 3.5355 3.5355
500.00 200.00 3.5355 3.5355
600.00 200.00 3.5355 3.5355
700.00 200.00 3.5355 3.5355
800.00 200.00 3.5355 3.5355
900.00 200.00 3.5355 3.5355
1000.00 200.00 3.5355 3.5355
0.00 300.00 3.5355 3.5355
100.00 300.00 3.5355 3.5355
200.00 300.00 3.5355 3.5355
300.00 300.00 3.5355 3.5355
400.00 300.00 3.5355 3.5355
500.00 300.00 3.5355 3.5355
600.00 300.00 3.5355 3.5355
700.00 300.00 3.5355 3.5355
800.00 300.00 3.5355 3.5355
900.00 300.00 3.5355 3.5355
1000.00 300.00 3.5355 3.5355
0.00 400.00 3.5355 3.5355
100.00 400.00 3.5355 3.5355
200.00 400.00 3.5355 3.5355
300.00 400.00 3.5355 3.5355
400.00 400.00 3.5355 3.5355
500.00 400.00 3.5355 3.5355
600.00 400.00 3.5355 3.5355
700.00 400.00 3.5355 3.5355
800.00 400.00 3.5355 3.5355
900.00 400.00 3.5355 3.5355
1000.00 400.00 3.5355 3.5355
0.00 500.00 3.5355 3.5355
100.00 500.00 3.5355 3.5355
200.00 500.00 3.5355 3.5355
300.00 500.00 3.5355 3.5355
400.00 500.00 3.5355 3.5355
500.00 500.00 3.5355 3.5355
600.00 500.00 3.5355 3.5355
700.00 500.00 3.5355 3.5355
800.00 500.00 3.5355 3.5355
900.00 500.00 3.5355 3.5355
1000.00 500.00 3.5355 3.5355
0.00 600.00 3.5355 3.5355
100.00 600.00 3.5355 3.5355
200.00 600.00 3.5355 3.5355
300.00 600.00 3.5355 3.5355
400.00 600.00 3.5355 3.5355
500.00 600.00 3.5355 3.5355
600.00 600.00 3.5355 3.5355
700.00 600.00 3.5355 3.5355
800.00 600.00 3.5355 3.5355
900.00 600.00 3.5355 3.5355
1000.00 600.00 3.5355 3.5355
0.00 700.00 3.5355 3.5355
100.00 700.00 3.5355 3.5355
200.00 700.00 3.5355 3.5355
300.00 700.00 3.5355 3.5355
400.00 700.00 3.5355 3.5355
500.00 700.00 3.5355 3.5355
600.00 700.00 3.5355 3.5355
700.00 700.00 3.5355 3.5355
800.00 700.00 3.5355 3.5355
900.00 700.00 3.5355 3.5355
1000.00 700.00 3.5355 3.5355
0.00 800.00 3.5355 3.5355
100.00 800.00 3.5355 3.5355
200.00 800.00 3.5355 3.5355
300.00 800.00 3.5355 3.5355
400.00 800.00 3.5355 3.5355
500.00 800.00 3.5355 3.5355
600.00 800.00 3.5355 3.5355
700.00 800.00 3.5355 3.5355
800.00 800.00 3.5355 3.5355
900.00 800.00 3.5355 3.5355
1000.00 800.00 3.5355 3.5355
0.00 900.00 3.5355 3.5355
100.00 900.00 3.5355 3.5355
200.00 900.00 3.5355 3.5355
300.00 900.00 3.5355 3.5355
400.00 900.00 3.5355 3.5355
500.00 900.00 3.5355 3.5355
600.00 900.00 3.5355 3.5355
700.00 900.00 3.5355 3.5355
800.00 900.00 3.5355 3.5355
900.00 900.00 3.5355 3.5355
1000.00 900.00 3.5355 3.5355
0.00 1000.00 3.5355 3.5355
100.00 1000.00 3.5355 3.5355
200.00 1000.00 3.5355 3.5355
300.00 1000.00 3.5355 3.5355
400.00 1000.00 3.5355 3.5355
500.00 1000.00 3.5355 3.5355
600.00 1000.00 3.5355 3.5355
700.00 1000.00 3.5355 3.5355
800.00 1000.00 3.5355 3.5355
900.00 1000.00 3.5355 3.5355
1000.00 1000.00 3.5355 3.5355
